NVDA,1,115,NVDA,175.64,100,1.0,6.472,1.0,2026-03-11,0.01,0.01,21,593 cr,12,006 cr,strong_buy,86.62,86.62,86.62,166.87,151.13,138.15,2.82,5.68,14.93,None,None,None,2025-11-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCHW,8432,8504,SCHW,95.3,100,92.0,24.263,92.0,2026-02-13,0.34,0.32,2,392 cr,841 cr,buy,65.88,65.88,45.0,88.6,85.87,73.19,1.79,3.81,9.18,None,None,None,2026-02-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SHOP,8505,8641,SHOP,121.1,100,104.0,10.333,104.0,None,nan,nan,1,155 cr,123 cr,buy,69.84,69.84,23.63,103.55,99.5,86.31,4.33,14.57,26.77,None,None,None,2026-02-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BA,8642,8736,BA,198.41,100,94.0,6.943,94.0,2020-02-13,1.04,2.055,8,946 cr,188 cr,buy,128.88,128.88,128.88,185.76,183.37,125.99,3.32,6.98,15.89,None,None,None,2025-10-31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
UBER,8737,8819,UBER,75.12,100,97.0,13.077,97.0,None,nan,nan,5,201 cr,1,005 cr,buy,nan,54.84,19.9,67.53,64.22,nan,2.38,6.4,16.27,None,None,None,2026-02-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PFE,8820,8884,PFE,26.77,100,102.0,15.209,102.0,2026-01-23,1.61,0.43,6,257 cr,774 cr,buy,20.92,20.92,20.92,25.98,24.35,16.8,2.31,4.07,8.66,None,None,None,2025-04-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
APP,8885,9127,APP,458.95,40,109.0,6.31,109.0,None,nan,nan,548 cr,343 cr,buy,200.5,200.5,9.14,341.86,326.97,nan,5.04,16.59,40.72,None,None,None,2026-02-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DE,9128,9254,DE,569.03,100,99.0,97.369,99.0,2025-12-31,0.28,1.62,4,673 cr,481 cr,buy,433.0,433.0,340.2,535.67,505.96,423.3,2.41,6.93,11.94,None,None,None,2025-10-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ADI,9255,9327,ADI,312.19,100,101.0,69.207,101.0,2026-03-03,0.35,1.1,1,175 cr,270 cr,buy,158.65,158.65,158.65,285.23,276.28,224.06,2.33,5.66,11.99,None,None,None,2026-03-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BLK,9328,9454,BLK,974.58,100,103.0,360.407,103.0,2026-03-06,0.59,5.73,2,421 cr,555 cr,none,773.74,773.74,596.18,899.69,905.56,867.94,2.16,5.19,11.9,None,None,None,2026-03-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
COP,9455,9553,COP,127.19,100,96.0,52.635,96.0,2026-02-18,0.66,0.84,6,028 cr,796 cr,buy,79.88,85.57,79.88,113.7,98.73,74.64,2.17,4.92,8.58,None,None,None,2025-10-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
